gene,BrownBear1_S,BrownBear1_W,BrownBear2_S,BrownBear2_W,BrownBear3_S,BrownBear3_W,BrownBear4_S,BrownBear4_W,BrownBear5_S,BrownBear5_W
SELPLG,103,38,81,82,61,35,125,50,81,28
SEM1,831,612,824,668,857,713,778,559,707,634
SEMA3A,38,62.5,50,64,32,28,67,44,54,44
SEMA3B,1271,284,1562,399,1116,406,1897,505,2397,432
SEMA3C,1368,340,887,284,927,282,885,484,878,468
SEMA3D,181,287.5,201,309,188,187,392,440,373,295
SEMA3E,218,460,205,357,279,335,273,746,410,301
SEMA3F,2980,1849,3008,2543,2729,2007,2747,1510,2073,1493
SEMA3G,666,833,712,598,964,750,984,1221,973,999
SEMA4A,617,1152,699,1658,613,1029,692,819,440,1128
SEMA4B,1753,3121,1327,2820,1400,2080,1391,2402,928,2221
SEMA4C,1037,1031,1219,828,1105,706,1311,821,961,643
SEMA4F,693,648.5,832.5,526.5,989,561,752,855.5,702,445.5
SEMA4G,667,1106,714,1441,778,1656,758,521,560,1518
SEMA5A,615,543,746,604.5,762.5,548,956,733,826,493.5
SEMA5B,31,17,63,24,70,67,52,24,46,28
SEMA6A,516,214,493,157,580,193,542,275,321,213
SEMA6B,112,92.25,142,82,272,142,189,205.33,162,89
SEMA6C,127,294,154,220.5,187,317,219,266,222,225
SEMA6D,245.5,651,143,370,259,292,215,505,198,316
SEMA7A,274,302.5,259,243,399,400,289,184,241,361.5
SENP1,395,345,459,321,527,337,484,410,436,417
SENP2,1603,1785,1608,1968,1752,1841,1575,1784,1279,1564
SENP3,809.5,640,978.9,688,1070,918,910,635,735,885
SENP5,903,1607,895,1565,980,1674,948,1531,949,2051
SENP6,923,1269,945,1565,1228,1206,1160,1386,1201,1091
SENP7,282,299,246,298,241,225,397,430,352,235
SENP8,100,121,78,53,92,51,123,114,90,72
SEPHS1,1463,1563,1502,1477,1831,1193,1670,1342,1478,1190
SEPHS2,1364,415,1017,521,922,661,619,463,474,573.5
SEPSECS,455,886,503,1035,514,834.75,431,678,334,801
SEPTIN1,7,13,5,28,3,1,6,12,4,3
SEPTIN10,1077,1034,911,960,1072,867,1180,1391,1100,877
SEPTIN11,1290,445,1900,439,2155,561,2344,694,1722,892
SEPTIN12,12,38,25,35,27.5,69,21,44,19.25,94
SEPTIN14,30,38,38,38,33,16,40,53,26,26
SEPTIN2,4356,5624,4147,5415,4951,6301,4780,5889,5181,6239
SEPTIN3,17,17,14,8,12,28,23,23,10,24
SEPTIN4,502,480.25,570,555,875,925,579,664,505,796
SEPTIN5,1730.5,1903.5,1187,1776,1449,1615.5,1876.75,1363.5,1626,1259
SEPTIN6,132,166,203,235,179,189,210,180,207,178
SEPTIN7,2419,1842,2223,1887.83,2665,2074.5,2578,2729.5,2624,2031.5
SEPTIN8,1184,1131,1454,1013,1549,1134,1482,1652,1423,1240
SEPTIN9,3010,3886,3249,4555,4146,5301,3371,4316,3289.5,5285
SERAC1,216,163,208,179,239,179,210,146,184,159
SERBP1,9438,4837,8263,4481,9198,3944,8068,4885,7252,3866
SERF2,3369.5,2295,2933,1847.75,3541.5,1490,3292,2045.5,3898.5,1481
SERGEF,214,259,188,254,211,371,213,238.5,192,270
SERHL2,500,485,661,477,495,633,446,582,265,529
SERINC1,2656,2759,2010,2557,2564,2903,2673,3276,2577,2829
SERINC2,3142,1040,1945,1141,1062,1324,2152,1263.5,649,1092.5
SERINC3,1905.5,2342,1591,1924,1618,1962,1618,2583.75,1670,2487
SERINC4,33,60.5,45,55,59.5,57.5,55,69,30,51
SERINC5,1717,1023,1160,964,1171,1136,1387.5,1056,1078,1177.5
SERP1,1782,1316,1667,1062,1692,1268,1598,1525,1647,1294
SERP2,1,0,2,2,2,1,0,1,0,3
SERPINA12,213,329,258,216,262,155,278,393,415,135
SERPINA3,104,30,37,21,158,84,48,24,43,73
SERPINA4,2,0,0.5,0,1.5,0,1,0,0,0
SERPINA5,2,0,0.5,0,1.5,0,1,0,0,0
SERPINA7,0,0,0,0,0,0,0,0,0,0
SERPINA9,590,31,531,36,462,28,584,48,1193,60
SERPINB1,829,1083,697,1454,680,1362,558,1238,582,1320
SERPINB10,464,1302,504.5,997,373,844,433,1549,411,872
SERPINB11,66,178,8,26,3,9,2,5,4,25
SERPINB12,2662,1652,1483,1324,1206,607,1160.75,688,1190,1338
SERPINB13,617,151,484,35,284,44,246,76,216,115
SERPINB2,166,663,204,256,123,380,140,536,172,332
SERPINB5,8553,3985,6830,3686,5653,3301,4955.25,4207,4383,3697
SERPINB6,100,148,63,154,122,212,92,181,90,188
SERPINB7,152,296,89,165,71,143,96,193,64,89
SERPINB8,587,810,503.5,782,668,1075,611,1069,558,971
SERPINB9,160,272,114,189,272,284,171,434,182,310
SERPINC1,44,17,26,26,17,27,42,35,15,26
SERPIND1,4,0,1,1,1,0,2,1,0,2
SERPINE1,119,32,493,29,166,67,99,185,389,528
SERPINE2,377,254,453,219,428,278,241,201,249,384
SERPINE3,0,0,1,1,2,0,0,2,0,0
SERPINF1,4207,144,2901,106,1896,181,3841,169,6272,155
SERPINF2,3,5,1,0,3,8,4,7,3,6
SERPING1,1614.5,1283,1632.5,1287.5,2856,2492,2510,1712,2477,2174
SERPINH1,4490,1257,5895,1412.5,5326.83,2112,14137,1546,18665,1972
SERPINI1,4,5,3,0,12,3,8,13,4,10
SERPINI2,7,3,1,1,10,1,5,9,8.5,3
SERTAD1,868,322,866,185,800,156,1260.75,490,1441,347
SERTAD2,1163,1086,1082,1050,1068,1010,1677,1023,1347,1182
SERTAD3,455,494,514.5,360,533,348,709,429,731,447
SERTAD4,931.5,1499,1082,1821,997,1022,926,1303,1168,1158
SERTM1,1,0,0,0,0,0,0,0,0,0
SERTM2,0,0,0,0,0,0,0,1,1,0
SESN1,1377,1840,806,1502,978,1585,871,1744,969,1381
SESN2,343,182,401,101,381,91,584,99,537,218
SESN3,3813,1186,3186,918,2770,1207,3274,1010,2601,1181
SESTD1,322,560,255,578.5,445,733,332,640,398,771
SET,3544,2718,2992,2456.5,4591.5,2972,3583,2693,3405.5,2647.5
SETBP1,758,748,709,626,866,1012,1095,724,1167,953
SETD1A,467.5,757,626,922.33,745.25,956.5,671,649,564.5,1030
SETD1B,488,1078,734,1123,789,1245,741.5,848,668,1130
SETD2,1367,1751,1589,2159,1731,2088,2163,1874.5,1761,2017
SETD3,1269,1695,1283,1676,1300,1882.5,1358,1505,1281,1784
SETD4,150.5,260.5,223.5,243.64,194.5,250.5,194.94,257.75,181.67,256.83
SETD5,1736,2611.25,2429,2886,2667,2944,3057,2824.75,2593,3080
SETD6,645,1415,975,1773.5,970,1313,787,1047,928,1327
SETD7,3823,2351,2974,2403,3291,3044,3538,3028,3406,3895
SETD9,92,186,62,177,68,248,76,171,121,201
SETDB1,609,885,831,1149,790,758,761.75,724,617,775
SETDB2,499,1139,591,1401,581,1401,579,1070,538,1469
SETX,921,1517,1065,1659,1144,1992,1160,1755,950,2359
SEZ6,3,0,8,1,4,2,11,10,17,5
SEZ6L,1,0,0,2,3.75,8,3,2,1,3
SEZ6L2,23,436,28,367,31,592.5,44,183,21.5,592.5
SF1,2139.25,4221.5,2719,4642,3606,5030,3339,3210,3159.5,4557
SF3A1,2343,2546,2577,3234.5,2697,2709,2824,2675,2544,2917
SF3A2,432,373.25,513,549,592,601,519,364,411,624
SF3A3,958,1045,990,1261,1113,1465,1004,1113,865,1343
SF3B1,6003,9673,6407,12736,7276,9812,6705,9029,6447,9477
SF3B2,2477,3146,2760,3810,3217,3864,2751,2669,2557,3581
SF3B3,2367,4257,2803.5,4562,3107.5,3950,2841,3383,2750,3713
SF3B4,693,639,776,714,907,679,843,749,760,709
SF3B5,1108,1198,896,906,1127,1159,931,810,986,848
SF3B6,1189,894,1035,923.5,1234.5,1142.5,1349.5,900,1187,830
SFI1,607,1415,674,1211,857,1284,846,1866,748,1068
SFMBT1,351,549,365,535,421,707,423,416,418,640
SFMBT2,81,217,94,211,136,400,138,252,105,402
SFN,34973,5649,28423.5,3688,27460,4264.75,16422,7728,10835,5877
SFPQ,4043,12244,5253,15289.75,5623,16667.75,5568.5,10888.75,6179,17305.75
SFR1,120,185,151,212,153,349,140,181,85,327
SFRP1,4415,1847,4394,1572,4778,1694,5058,2553,4839,1585
SFRP2,418,239,430,358,488,226,348,154,262,108
SFRP5,82,28,55,59,142,135,109,152,78,75
SFSWAP,733,1286,782,1571,875,1417,873,1013,704,1573
SFT2D1,528,581,501,577,532,729,562,588,532,576
SFT2D2,4475,4246,3587,4283,3457.5,5633.5,3313,4356.5,2939,4592.5
SFT2D3,446,339,291,327,345,368,233,388,222,293
SFTA2,24.5,32,23,47.5,37,28,44,39.5,15,27.5
SFTPB,0,0,1,0,0,0.5,1,0,0,0
SFTPC,0,1,1,1,3,0,1,0,0,0
SFTPD,12,0,5,0,3,0,10,0,1,0
SFXN1,1551,1331,1416,1333,1645,1358,1347,1450,1743,1560
SFXN2,298,526,378,445,467,337,318,490,370,339
SFXN3,681,807,747,541,923,470,656,951,791,529
SFXN4,196,418,226,471,210,765,202,436,152,800
SFXN5,108,194,74,200.5,63,244,45.5,267.5,42,284
SGCA,118.33,255,70,177,65,346,43,144,44,197
SGCB,596,1154,439,850,612.5,1235,510,1305.5,640,1422
SGCD,436,828,385,713,457,564,699,795,878,701
SGCE,269,172,219,122,290,253,352,207,355,193
SGCG,38,17,26.5,50,78.5,67.5,63,65.5,132.5,99.5
SGCZ,1,2,1,2,0,0,0,1,1,1
SGF29,253,325,311,411,394,318,467.5,309,396,371
SGIP1,135,203,152,209,182,333,118,274,75,306
SGK2,392,53,96,15,174,53,118,54,258,42.5
SGK3,584,627,472,573,620,626,634,674,547,590
SGMS1,1585,1302,980,1214,971,1575,1347,1552,1205,1385
SGMS2,474,415,485,392,416,390,520,677,585,554
SGO1,92,80,89,101,136,185,121,68,113,193
SGO2,98,104,162,173,150,107,263,190,214,196
SGPL1,1900,2737,1854,2312,1943,1954,2006,2012,1900,2053
SGPP1,635,738,391.5,673,421,709.5,486.5,826.5,800,759
SGPP2,57,59,76,61,47,73,62,60,46,45
SGSH,393,610,342,527,358,723,380,483,405,824
SGSM1,8,6.05,21.7,16.5,18.25,20,23.5,11.65,7.95,12.6
SGSM2,461,900,451,726,551,690,451,744,506,748
SGSM3,562,459,597.5,488,576,679.5,498,502,465,724
SGTA,1157,1005,1206,981,1371,1261,1240,930,1067,1204
SGTB,207,245,248,257,352,303,245,458,243,333
SH2B1,1329.5,1571.5,1870.5,1398,1863.5,1154.5,1724.75,1661,1520,1255.5
SH2B2,108,204,112,293,167,311,197,212,173,213
SH2B3,292,254,412,276,567,365,477,425,359,429
SH2D1A,0,0,1,0,0,0,2,0,0,2
SH2D1B,4,3,7,5,3,4,12,3,13,14
SH2D2A,3,5,4,11,5,5,2,1,5,5
SH2D3A,303,1017,325,957,347,759,392,753,402,694
SH2D3C,176,131,150,117,213,247,150,251,88,234
SH2D4A,450,587,405,664,455,552,454,467,358,532
SH2D4B,2,3,3,0,21,17,3,7,7,12
SH2D5,25,19,42,9,24,18,19,18,10,14
SH2D6,0,2,0,1,0,2,0,3,0,1
SH2D7,10,3,6,12,3,9,9,10,3,10
SH3BGR,15,8,11,6,26,12,24,10,37.75,14
SH3BGRL,593,677,465,762,497,580,508,592,549,583
SH3BGRL2,258,226,144,241,120,251,123,268,205,326
SH3BGRL3,2175,1474.83,1579.83,1326,2055,1885,1649,1654.67,1645,1629
SH3BP1,1434,1611.75,1400.5,2016.25,1501.25,2036,1444,1254,1251.75,1906
SH3BP2,530,770,380,1014,469,1156,427,764,401,1121
SH3BP4,1070,1114,932,1269,1236,1567,1354,1178,1300,1139
SH3BP5,839.75,257,625,203,747,468,598,414,537,474
SH3BP5L,1191,861,1133,606.5,1214.5,668,1268,788,1077,663.5
SH3D19,1216,1778,920,1358.5,901,1527,1396.5,1674,1115,1629
SH3D21,792,862,712,828,986,508,686,854,657,676
SH3GL1,2169,2819,2178,3354.75,2971.25,6626,2309,2370,2206,3779
SH3GL2,83,23,67,16,67,17,54,17,52,16
SH3GL3,79,124,81,110,93,165,96,86,95,175
SH3GLB1,1299,1653,1056,1735,1116,2523,1088,1685,1097,2422
SH3GLB2,757,852,635,817,738,935,796,857,696,883
SH3KBP1,339,182,350.5,166,398,225,436,247,379,233
SH3PXD2A,2839,3482,2916,2342,2993,2409,3746,2748,3600,2521
SH3PXD2B,1781,6041,2491,10888.5,2273,6183,2359,5986,2209,7318.5
SH3RF1,467,1405,507,1242,491,1152,822,1118,758,1280
SH3RF2,1920,2634,2183,1457,1747,1460,2105,2128,1686,1623
SH3RF3,142,163,179,126,218,257,231,211,303,237
SH3TC1,161,151,207,206,192,232,180,169,132,213
SH3TC2,421,1660,392,1504,344,814,701,1301,577.5,932
SH3YL1,891,1175,614,993,742,1306,737,1523,759,1361
SHANK1,26,13,48,20,67,29,68,28,99,41
SHANK2,89,107,107,85,129,118,93,110,104,65
SHANK3,464,651,806,714,1025,986,1114,1039,707,727
SHARPIN,647,654,703,718,828,743,660,623,589,812
SHB,833.5,414,684.5,533,846,565,998.5,574,646,597.5
SHBG,5,5,3,4,8,5,5,9,2,6
SHC1,2131,1922,2382,2449,2694.75,2770,2383,2592,2465,2777
SHC2,239,145.25,186,86,303,155,252,153,294,160
SHC3,130,41,116,23,93,37,38,26,35,55
SHC4,37,16,32,18,37,58.25,37,58,22,30
SHCBP1,116,104,107,143,125,140,145,66,132,168
SHCBP1L,2,11,8,12,10,5,4,6,4,7
SHD,0,0,1,2,6,1,0,0,0,3
SHE,229,476,249,564,434,861,278,514,201,627
SHF,674.2,1440.33,456,1275.25,535.5,880.32,576.33,1833.5,689.67,939.92
SHFL,220,209.25,185,220,228,184,179,232,198,119
SHH,49,0,69,0,118,0,96,3,82,0
SHISA2,2973,856,2032.5,511,2190,626,1631,823,1545,576
SHISA3,121,102,99,50,167,124,125,69,138,112
SHISA4,202,149,196,111,195,216,136,175,126,338
SHISA5,1950,1925.38,1454.5,1739.5,1901,2200.25,1435,2066,2146,1862
SHISA6,3,0,12,2,1,1,6,0,1,1
SHISA7,11,0,14,2,17,11,15,0,8,3
SHISA8,1,3,4,1,7,7,5,2,3,4
SHISA9,0,0,0,0,1,0,0,1,0,0
SHISAL2A,8,11.5,10,17.5,7,14,9.5,7.5,24,9.5
SHISAL2B,0,1,0,1,6,5,1,1,6,6
SHKBP1,663,895,830,1026,984,1198,812,840.5,676,1045
SHLD1,171,22,148.5,8,158.5,10,147,50,90,13
SHLD2,143,200,124,137,142,88,149,159,133,139
SHLD3,27.5,9.5,23,35,36,30.5,25.5,29,23.5,19.5
SHMT1,1284,1221,1592,1438,1545,1235,1215,948,1332.25,1232
SHMT2,2623,1241,2710,1518,2708,1415,1984,1429,1615.25,1508
SHOC1,0.83,0,0.5,0,0,0,0.5,2.67,0.33,0
SHOC2,1167,831,815,758,995,881,1045,1343,1023,1126
SHOX2,94,37,78,23,151,40,159,54,134,68
SHPK,633,1027,644,950,613,1430,727,1178.5,591.5,1201
SHPRH,415,598,461,480,526,523,474,651,475,594
SHQ1,204,200,209,114,227.5,207,204,183,184,258
SHROOM1,31,18,33,15,55,35,43,25,53,36
SHROOM2,328.77,467.53,403.5,467.5,392.17,399.6,443.23,546.83,389.25,440.7
SHROOM3,422,496,378,381,367,446,526,483,379,635
SHROOM4,160,212,196,213,309,382,276,522,275,340
SHTN1,1505,2447,1251,2501,1443,2283,1449,2688,1424,2236
SI,0,0,0,0,0,0,0,0,0,0
SIAE,193,392,219,394.5,253,344.5,201.25,367,245,376
SIAH1,525,655,421,921,479,1027,480,761,356,777
SIAH2,870,389,636,326,581,449,607,378,483,387
SIAH3,0,0,1,0,0,0,0,0,1,0
SIDT1,170,381,182,565,187,220,245,336,170,247
SIDT2,1743,1556,2102,1507,2155,1514,1815,1579,1498,1525
SIGIRR,322,528,391,536.25,509,611,374,580,298,460
SIGLEC1,39,207,60,426,84,921.5,83,127.5,82,756
SIGLEC11,5.17,5,13,7,15,2.5,13,10,14.25,3
SIGLEC15,2,10,3,2,4,3,0,9,3,6
SIGLEC5,9.5,7.5,13.5,16.25,22.75,14,14.75,12.5,15.5,20.5
SIGLECL1,1,1,0,1,0,1,0,6,0,2
SIGMAR1,1197,3829,1097,2671,1255,2288.5,994,1371,1376,2485.25
SIK1,736,1744,996,1319,968,1146,872,1552,1716,2218
SIK2,1187,1255,1103.25,1011,1216,1529,1265,1450,1291,1477
SIK3,883,1205,1182,1253,1317,1450,1548,1436,1097,1478
SIKE1,541,677,511,439,608,409,614,795,539,474
SIL1,645,492,563,755,666.5,697,561,615,533,585
SIM1,5,3,7,2,7,5,8,3,16,4
SIM2,1,0,0,0,0,0,0,1,2,1
SIMC1,74,192,81,129,120,157,118,128,103,169
SIN3A,762,1288,776,1675,982,1822,862,1130,921,1505
SIN3B,713,1441,880,1338,975,1581,1147,1291,1025,1733
SINHCAF,803,597,722,513.5,1009.5,480.5,945,768,848.5,536.5
SIPA1,360,488,422.5,626.17,687,625.5,594,608,539,515.5
SIPA1L1,808,453,991,494.5,943,740,1151,636.5,768,701
SIPA1L2,799,498,803,387,811,543,790,573,532,604
SIPA1L3,1047,786,1029,719.5,1106,980,1204,863,1100.75,1002.5
SIRPB2,19,6,25,4,12,8,12,16,14,5
SIRT1,443,652,378,578,455,659,589,749,540,588
SIRT2,811,714.5,707,763,800,784,628,711,627,727.75
SIRT3,3977,5180,6404,4976,6056,4024,5446,5166,4927,4026
SIRT4,93,126,142.25,122,165,124,143,90,108,137
SIRT5,263,381.5,234.5,294,305,313,234,253,210,231.5
SIRT6,168,180,231,179,241,197,200,184,170,208
SIRT7,944,933,899.5,1024,1007.5,1002,818,750,783.5,715.5
SIT1,8,117,5.5,41.5,6.5,86,6,22.5,9,22.5
SIVA1,481,478,593,538,644,678,424,381,543,519
SIX1,29,25,6,5,19,13,20,12,9,32
SIX2,0,0,0,0,2,1,0,1,2,2
SIX3,0,0,0,0,1,0,0,0,0,0
SIX4,3,3,2,0,4,1,3,0,4,4
SIX5,458,323,668,315,629,249,913,358,892,256
SIX6,0,0,0,0,0,0,0,0,0,0
SKA1,203,253,309,284,290,199,288,300,330,237
SKA2,326,308,301.5,303,381,250,378.5,278,366.5,255
SKA3,111,108,130,92,131,137,124,84,112,108
SKAP1,12,20,14,41,15,18,15,18,8,23
SKAP2,567,354,458,235,420,104,805,483,617,169
SKI,1871,2255,2551,2709.5,2572,3655,2595,2458.5,2849.5,3216
SKIC2,854,978,958,1177,961,1009,741,1051,672,1410
SKIC3,753,1087.25,828,820,780.75,482,749,1067.5,829,853
SKIC8,1082.5,675.83,1054.5,617.5,1268,536.5,1084,599.33,1097.33,518.83
SKIDA1,17,10,30,2.5,27,9,23,17,10,7
SKIL,431,251,364,251,400,233,464,559,404,331
SKOR1,0,0,1,1,0,0,0,0,0,1
SKOR2,0,0,0,0,0,0,0,0,0,0
SKP1,3896,3168,3099,2746,3487,3191,3172,2968,3577,2576
SKP2,248,222,400,306,435,431,342,241,361,352
SLA,4,7,21,34,18,12,25,12,23,10
SLA2,15,40,30,26,18.5,15,19,42.5,22.5,20
SLAIN1,132,29,123,36,91,50,90,45,63,56
SLAIN2,1568,1372,1237,1681,1302,1895,1598,2147,1369,1727
SLAMF1,14,10,17,28,15,21,14,18,10,5
SLAMF6,0,10,5,19,3,3,2,2,7,2
SLAMF7,5,10,7,9,11,6,15,8,10,1
SLAMF8,4,0,1,2,6,0,4,2,3,0
SLAMF9,7,5,12,21,8,2,9,8,7,4
SLBP,573.5,716.5,589.5,700.5,748.5,876,686,600,708,788
SLC10A1,0,1,0,0,0,2,0,0,1,0
SLC10A2,0,0,0,0,0,0,1,0,0,0
SLC10A4,1,0,0,0,1,1,1,1,1,0
SLC10A5,6.67,11.33,22.5,14.92,13.75,13,7,24.17,6,15.58
SLC10A6,243,458,359,327,283,333,478,584.5,489.5,513
SLC10A7,206,119,174,147,176,143,205,222,184,146
SLC11A1,6,3,11,8,20,7,10,6,10,9
SLC11A2,438,451,486,509,467,529,471,474,489,598
SLC12A1,10,2,7,0,6,1,6,1,0,0
SLC12A2,634,552,519,432,529,665,542,1157,458,814
SLC12A3,12,24,23,24.5,38,8,11.25,24,19,21
SLC12A4,1330.5,4051,1829.5,5292.75,1841,3510.5,2028.5,3653,2203,3893.5
SLC12A5,2,10,2,18,6,19,1,3,2,20
SLC12A6,526,1589,529,1970,546,2497,756,1418,660,2158
SLC12A7,698,1032,890,1025.17,1319,1519,803,1381,745,1363.75
SLC12A8,11,5,21,7,12,5,11,7,6,5
SLC12A9,459,517,552,397,524,396.5,454.5,431.5,383,436
SLC13A1,0,4,3,4,0,2,2,1,0,6
SLC13A2,82,1,56,12,56,17,39,3,7,5
SLC13A3,15,23,57,56,32,77,14,16,23.5,63.5
SLC13A4,53,17,51,22,55,26,39,31.25,28,22
SLC13A5,2,6,11,4,6,2,4,1,4,3
SLC14A1,2,4,3,6,1,6,0,1,2,6
SLC14A2,3,0,6,1,2,1,4,1,1,1
SLC15A1,474,380,226,437,171,230,314,683,130,135
SLC15A2,21,56,38,116,38,106.5,30,91,40,66.5
SLC15A3,112,191,91,222,139,386,108,317,98,282
SLC15A4,1250,1421,1190,1905,1295,2068,1235,1052,1163,1638
SLC15A5,0,0,0,0,0,0,0,0,0,0
SLC16A10,214.5,467,149,244,161.5,261,341,366,301.5,248
SLC16A11,3,6,3,3,5.5,5,2,6.5,2,9
SLC16A12,3,2,1,2,2,2,3,0,2,1
SLC16A13,170,283,183,332,195,1065,148,303,131,808.5
SLC16A14,257,138,416,116,279,189,235,264,507,166
SLC16A2,182,400,219,266,307,259,256,441,244,290
SLC16A3,112,188,175,413,158,455,145,460,195,389
SLC16A4,27,16,24,21,23,11,17,31,18,22.5
SLC16A5,302,570,288,717,313,867,307,704,219,734
SLC16A6,45,9,30,7,25,8,14,14,17,13
SLC16A7,857,658,677,645,725,638,781.5,1025,909,963
SLC16A8,0,0,1,0,0,1,0,0,1,2
SLC16A9,341,288,237,157,226,122,152,238,138,153
SLC17A1,0,0,2,0,0,0,0,0,0,0
SLC17A2,1,0,0,0,0,0.5,0,0,0,0
SLC17A3,0,0,0,0,0,0,0,0,0,0
SLC17A4,0,0,0,0,0,0,0,0,0,0
SLC17A5,277,153,243,194,253,307,251,299,239,248
SLC17A6,0,0,0,0,0,0,0,0,0,0
SLC17A7,192,545.5,204.5,522.5,224,498,205,556.5,234.5,474
SLC17A8,14,8,13,4,10,10,7,12,2,12
SLC17A9,218,144,333,197,248,260,286,205,545,262
SLC18A1,3,0,3,0,0,0,1,2,1,0
SLC18A2,5,0,11,8,9,39,14,13,23,29
SLC18A3,0,0,0,0,0,0,0,0,0,0
SLC18B1,448,782,479,744,520,748,468,894,409,720
SLC19A1,459,495,405,423,483,590,386,606,374,800
SLC19A2,236,160,220,256,241,349,201,69,267,350
SLC19A3,223,61.5,173.5,38.25,121.25,36,144.75,63.5,78,14.5
SLC1A1,69,80,60,64,50,143,53,74,73,61
SLC1A2,56,18,37,9,21,7,26,21,49,17
SLC1A3,518,266,531,256,527,164,822,102,565,167
SLC1A4,550,197,638,247,627,127,568,240,356,190
SLC1A5,1825.75,463,2036,369,1441.25,644,1140,672,1892,697
SLC1A6,660,249,348,212,341,204,306,209,303,322
SLC1A7,2,5,3,3,3,3,1,4,6,2
SLC20A1,557,508,726,501,781.5,646,755,561.5,769,716.5
SLC20A2,1060,1185,942,960,871,1022.5,934,1310,805,1292
SLC22A11,5,5,9,8,5,1,6,4,13,1
SLC22A12,0,0,0,1,0,1,0,0,0,0
SLC22A13,7,140,17,233,9,362,17,76,22,259
SLC22A14,48,0,31,0,59,1,33,0,10,2
SLC22A15,223,595.5,231,669,215,762,247,398,184,584
SLC22A16,10,9,3,6,5,31,4,25,7,13
SLC22A17,1567,3527.5,1972.5,4407.5,1412,4071.5,1744,2206,1899.88,4356.5
SLC22A18,44,3,39,10,33,7,20,9,19,4
SLC22A2,5,0,3,0,3,0,4,0,11,0
SLC22A23,1217,1030,1165.25,612,1106,818,962,856,680,904
SLC22A3,439,119,291,73,402,180,380,164,453,306
SLC22A31,133,387,65,225,153,646,66,208.25,78,405
SLC22A6,0,0,0,0,0,0,0,0,0,0
SLC22A7,1,0,3,2,1,0,1,0,3,0
SLC22A8,0,0,0,0,0,1,0,0,0,1
SLC23A1,92,42,79,33,80,30,68,37,54,28
SLC23A2,153,186,120,125,167,181,132,161,102,189
SLC23A3,54,75.5,78.5,26.5,65,50,85.5,103,56.5,66.5
SLC24A1,18,14,9,20,7,20,6,21,5,27
SLC24A2,4,0,0,2,0,0,0,0,2,1
SLC24A3,396,112,384,259,334,112,405,181,397,98
SLC24A4,47,1,39,3,25,4,15,2,4,3
SLC24A5,231,33,61,6,118,5,72,9,19,13
SLC25A1,1924,1079,1468,873,1907,938,1699,989,2034,826
SLC25A10,1242,843,833,734,1042,884,909.5,765,1503,819
SLC25A11,1550,832,1497,631.5,1526.5,489,1272,912.5,1260,689.5
SLC25A12,599,964.5,575,913,626,911,572,798.5,561,891.5
SLC25A13,455.5,434,408,276,435,228,411,521.5,347,304.5
SLC25A14,46,95,32,87,49,124,38,78,42,112
SLC25A15,229,213,305,288,307,331,291,316,262,254
SLC25A16,554,440,308,431.5,359,519,360.5,598,457,607
SLC25A17,1555,929,979,835,762,1129,916,913,742,1011
SLC25A18,12,15,15,17,32,48,16,42,26,42
SLC25A19,272,250,357.25,205,337,250,300,355,285,264.5
SLC25A20,937,370,682,392,847,336,577,560,344,376
SLC25A21,23,20,20,26,17,20,29,26,28,31
SLC25A22,809,2010.58,1099.17,1912.5,1059.5,1590,1173,1075.5,1217,1752
SLC25A25,233,110,243,114,264,271,293,150,517,416
SLC25A26,302,456,191,352,252,317,313,383,287,281
SLC25A27,65,89,53,72,68,50,68,122,86,67
SLC25A28,476,888,632,1013,548,1157,706,765,677,1124
SLC25A29,154,199,162,289,160,283,180,78,128,241
SLC25A3,6326.5,5365.5,5754,6961,6642.5,7623,5491,6212,5299,5984
SLC25A30,312,438,344,371,386,590,354,368,364,689
SLC25A31,0,1,3,0,10,1,3,0,0,1
SLC25A32,271,333,286,369,377,410,289,330,329,366
SLC25A33,92,34,82,30,99,112,75,28,102,57
SLC25A34,145,40,85,22,233,37,250,137,229,43
SLC25A35,49,4,74.12,8,48,3,47,6,30,10
SLC25A36,1004,1423,883,1896,1267,1530,1134,1628,1057,1375
SLC25A37,810,401,751,339,761,341,649,342,532,299
SLC25A38,367,417,450,551,447,891,516.25,274,427,495
SLC25A39,3671,1841,3591,2158,4056,2488,3280,1939,2895,2764
SLC25A4,721,528.5,684,682,876,958,681,621,841,771
SLC25A40,384,304,286,268,334,374,371,505,330,410
SLC25A42,173,204,192,170.38,167,312,215,282,128,291.5
SLC25A43,298.5,191,225,182,268,186.5,244,236,210,201
SLC25A44,656.5,437,650,528,634.5,448.5,534,355,507,519.25
SLC25A45,37,41,48,40,36,34,26,57,39,36
SLC25A46,668,710,519,732,585,1121,583,728,604,1019
SLC25A47,3,7,3,3,2,3,1,3,8,1
SLC25A48,111,97,157.5,84,128,27,99,63,122,48
SLC25A5,2758.5,894,2306,1128,2737,1589.5,2083,1143,1877,1664
SLC25A51,928.5,1152,840.5,1037,879,1217,859.5,1400,827,1382.5
SLC25A53,59,29,98,21,87.5,43,73,40,53,41
SLC26A1,2,7,7,13,3,9,8,7.12,5,6
SLC26A11,313,729,273,842,307,904,365,558.5,318,988.1
SLC26A2,503,389,410,342,338.5,351,370,463,315,361
SLC26A3,1,1,0,0,3,0,3,0,0,0
SLC26A4,154,433.5,53,104.5,46.5,165,54.5,135,72,304
SLC26A5,407,231,568,265,482,294,525,475,588,384
