"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SESN3",2142.12773016321,-1.61108642157479,0.14445608015235,-11.1527768154561,6.94060133632799e-29,6.03456224562507e-27
"ACP7",131.995901456928,-4.35269150288444,0.390640171051232,-11.1424574978327,7.79385487050817e-29,6.74321266982692e-27
"FABP5",6733.23244382146,-2.58860825863677,0.232357860453371,-11.1406098058656,7.95726204302837e-29,6.8510085394854e-27
"LZTS1",436.526646583976,-2.21780516583111,0.199489996180836,-11.1173753485898,1.03265308414473e-28,8.84773152191968e-27
"SLC35G1",433.069498678056,-2.79366751748697,0.251490922621169,-11.1084228741535,1.14157888504476e-28,9.7337523290048e-27
"SAMD1",630.403137044415,-1.70406377217716,0.153429372039812,-11.1065029434846,1.16638358096178e-28,9.89743759806512e-27
"PPP1R13L",5596.10630555563,1.28068922447944,0.115421524215944,11.0957573397088,1.31541107035876e-28,1.11086150200154e-26
"LOC113243332",82.3723709534016,-3.00325818537398,0.27132289108511,-11.0689450984506,1.77477450281489e-28,1.49165571308013e-26
"CUX1",960.124366883781,-2.04602763440588,0.185002027419037,-11.0594876334601,1.97220886511482e-28,1.64973869522638e-26
"BARX2",2742.01518518401,-1.91343959816993,0.173313668110334,-11.0403271653786,2.44142589743109e-28,2.03260222121032e-26
"P4HA2",1307.21517587109,-1.59602711453258,0.144705283494639,-11.0295013145923,2.75387814625363e-28,2.28196944982989e-26
"RANGAP1",1479.4424749481,-1.18943806745763,0.107870930679702,-11.0264930501934,2.84753513992677e-28,2.348551178491e-26
"CNTFR",427.716983892523,-3.2066007068731,0.291352718620984,-11.0059062501645,3.57899212277772e-28,2.93810283567567e-26
"FZD8",625.85833136728,-2.7327604412591,0.248660519364887,-10.989924931545,4.27281327104992e-28,3.49144232564959e-26
"TTC21A",217.708061878815,1.77688261891027,0.161805589325211,10.9815898592905,4.68603201378147e-28,3.81145000199276e-26
"DZANK1",218.017482711217,3.00282180066652,0.27378217795022,10.9679228324807,5.45102632259988e-28,4.41333094467375e-26
"CCDC150",112.445806315379,2.47723867165837,0.227244464953521,10.901205766068,1.13739928702726e-27,9.16671114887264e-26
"EDN1",290.778383803996,-3.43963537040767,0.315706803070104,-10.8950308861222,1.21725258434265e-27,9.76568550620351e-26
"COL4A1",7346.87769764146,-2.39798800397869,0.220420608250674,-10.8791461152832,1.44914054228098e-27,1.15734527471762e-25
"FAM3C",1300.55466946618,1.13484909193329,0.104481845670323,10.8616868763415,1.75477364967657e-27,1.39512409535097e-25
"ELOVL6",683.711459055227,-3.28849649152558,0.303033143721377,-10.8519366929354,1.95243872881037e-27,1.5453158548656e-25
